area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;10150;002002;047;01;1;3;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;1;1;2; ;2; ;2; ;1;10;2; ;2; ;2713;255,186119732471;010150002002;01015000200204701;010150002002047011;202402
1;10150;002002;047;02;1;3;2;2;1;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;1;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;255,186119732471;010150002002;01015000200204702;010150002002047021;202402
1;10150;002002;047;03;1;3;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;255,186119732471;010150002002;01015000200204703;010150002002047031;202402
1;10150;002002;047;04;1;3;1;2;2;1;2;1;2;1;1;0;1;1;2; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;255,186119732471;010150002002;01015000200204704;010150002002047041;202402
1;10150;002002;047;05;1;3;1;2;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;255,186119732471;010150002002;01015000200204705;010150002002047051;202402
1;10150;002002;047;06;1;3;1;2;1;2;2;1;2;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;255,186119732471;010150002002;01015000200204706;010150002002047061;202402
1;10150;002002;047;07;1;3;1;2;3;4;2;3;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;130;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;255,186119732471;010150002002;01015000200204707;010150002002047071;202402
1;10150;002003;056;01;1;1;4;2;1;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;122,961973141273;010150002003;01015000200305601;010150002003056011;202402
1;10150;002003;056;02;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;1;2;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2713;122,961973141273;010150002003;01015000200305602;010150002003056021;202402
1;10150;002003;056;03;1;1;1;2;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;122,961973141273;010150002003;01015000200305603;010150002003056031;202402
1;10150;002003;056;04;1;1;1;3;1;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;100;1;1;2;1;1;2; ;2; ;2; ;2; ;1;65;2; ;2; ;2713;122,961973141273;010150002003;01015000200305604;010150002003056041;202402
1;10150;002003;056;05;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;1;2;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;122,961973141273;010150002003;01015000200305605;010150002003056051;202402
1;10150;002003;056;06;1;3;1;2;2;1;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;122,961973141273;010150002003;01015000200305606;010150002003056061;202402
1;10150;002003;056;07;1;3;1;3;2;4;2;3;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;122,961973141273;010150002003;01015000200305607;010150002003056071;202402
1;10150;003602;041;01;1;4;1;2;1;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;120; ; ; ;2; ;1;1;2; ;2; ;2; ;1;5;2; ;2; ;2713;68,7826322086361;010150003602;01015000360204101;010150003602041011;202402
1;10150;003602;041;03;1;1;1;4;2;1;2;3;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;70; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,7826322086361;010150003602;01015000360204103;010150003602041031;202402
1;10150;003602;041;04;1;1;2;6;2;4;2;3;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,7826322086361;010150003602;01015000360204104;010150003602041041;202402
1;10150;003602;041;06;1;1;1;2;2;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;1;2;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;68,7826322086361;010150003602;01015000360204106;010150003602041061;202402
1;10150;003602;041;07;1;3;1;2;1;4;2;3;3;2;1;0;1;1;1; ; ;1; ; ;2;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,7826322086361;010150003602;01015000360204107;010150003602041071;202402
1;10150;003602;041;08;1;1;1;2;1;2;1;3;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;80; ; ; ;1;1;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2713;68,7826322086361;010150003602;01015000360204108;010150003602041081;202402
1;10150;003602;041;09;1;3;1;2;2;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,7826322086361;010150003602;01015000360204109;010150003602041091;202402
1;10150;003903;041;01;1;1;2;6;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;1;2;2; ;2; ;2; ;2; ;1;150;2; ;2; ;2712;87,2146697678558;010150003903;01015000390304101;010150003903041011;202402
1;10150;003903;041;02;1;1;2;6;2;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;87,2146697678558;010150003903;01015000390304102;010150003903041021;202402
1;10150;003903;041;03;1;1;2;6;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;120;2; ;2; ;2712;87,2146697678558;010150003903;01015000390304103;010150003903041031;202402
1;10150;003903;041;04;1;1;1;2;2;1;2;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;87,2146697678558;010150003903;01015000390304104;010150003903041041;202402
1;10150;003903;041;05;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2712;87,2146697678558;010150003903;01015000390304105;010150003903041051;202402
1;10150;003903;041;06;1;1;3;2;1;1;2;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;87,2146697678558;010150003903;01015000390304106;010150003903041061;202402
1;10150;003903;041;07;1;1;1;2;2;1;2;1;2;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;87,2146697678558;010150003903;01015000390304107;010150003903041071;202402
1;10150;005101;031;01;1;1;1;3;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;170;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,681668957147;010150005101;01015000510103101;010150005101031011;202402
1;10150;005101;031;02;1;1;2;2;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;1;2;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,681668957147;010150005101;01015000510103102;010150005101031021;202402
1;10150;005101;031;03;1;1;2;1;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;280;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,681668957147;010150005101;01015000510103103;010150005101031031;202402
1;10150;005101;031;04;1;1;2;6;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;1;1;2; ;2; ;2; ;2; ;1;45;2; ;2; ;2713;112,681668957147;010150005101;01015000510103104;010150005101031041;202402
1;10150;005101;031;05;1;1;2;6;3;1;3;1;3;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;1;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,681668957147;010150005101;01015000510103105;010150005101031051;202402
1;10150;005101;031;06;1;1;2;1;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,681668957147;010150005101;01015000510103106;010150005101031061;202402
1;10150;005101;031;08;1;1;3;3;2;1;2;1;2;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;1;50;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,681668957147;010150005101;01015000510103108;010150005101031081;202402
1;10150;005203;041;01;1;1;2;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;209,470577157403;010150005203;01015000520304101;010150005203041011;202402
1;10150;005203;041;02;1;1;1;2;1;2;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;600; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2712;209,470577157403;010150005203;01015000520304102;010150005203041021;202402
1;10150;005203;041;03;1;1;1;4;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;209,470577157403;010150005203;01015000520304103;010150005203041031;202402
1;10150;005203;041;04;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;220;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;209,470577157403;010150005203;01015000520304104;010150005203041041;202402
1;10150;005203;041;05;1;1;1;2;1;1;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;1;400;2;2;2;2; ;1;1;2; ;2; ;2; ;1;30;2; ;2; ;2712;209,470577157403;010150005203;01015000520304105;010150005203041051;202402
1;10150;005203;041;06;1;1;1;2;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2712;209,470577157403;010150005203;01015000520304106;010150005203041061;202402
1;10150;005203;041;07;1;1;2;6;3;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;209,470577157403;010150005203;01015000520304107;010150005203041071;202402
1;10150;005401;041;01;1;1;1;2;1;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;280; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2712;68,4143060467312;010150005401;01015000540104101;010150005401041011;202402
1;10150;005401;041;02;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;68,4143060467312;010150005401;01015000540104102;010150005401041021;202402
1;10150;005401;041;03;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;68,4143060467312;010150005401;01015000540104103;010150005401041031;202402
1;10150;005401;041;04;1;1;1;2;2;2;2;1;2;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;68,4143060467312;010150005401;01015000540104104;010150005401041041;202402
1;10150;005401;041;05;1;1;2;4;2;4;2;3;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;68,4143060467312;010150005401;01015000540104105;010150005401041051;202402
1;10150;005401;041;06;1;1;1;2;1;2;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;2712;68,4143060467312;010150005401;01015000540104106;010150005401041061;202402
1;10150;005401;041;07;1;1;1;2;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;1;70;2; ;2; ;2; ;2712;68,4143060467312;010150005401;01015000540104107;010150005401041071;202402
1;10150;008401;047;01;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;259,93097838309;010150008401;01015000840104701;010150008401047011;202402
1;10150;008401;047;02;1;1;1;4;1;1;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;1;350;2;2;2;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2712;259,93097838309;010150008401;01015000840104702;010150008401047021;202402
1;10150;008401;047;03;1;1;1;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;259,93097838309;010150008401;01015000840104703;010150008401047031;202402
1;10150;008401;047;05;1;1;1;2;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;1;2;2; ;2; ;2; ;1;90;2; ;2; ;2; ;2712;259,93097838309;010150008401;01015000840104705;010150008401047051;202402
1;10150;008401;047;06;1;1;1;4;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2712;259,93097838309;010150008401;01015000840104706;010150008401047061;202402
1;10150;008401;047;07;1;1;1;2;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;259,93097838309;010150008401;01015000840104707;010150008401047071;202402
1;10150;008401;047;08;1;1;1;2;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;1;4;250; ; ; ;1;1;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2712;259,93097838309;010150008401;01015000840104708;010150008401047081;202402
1;10150;010904;047;01;1;1;3;2;2;4;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;92,1674643692727;010150010904;01015001090404701;010150010904047011;202402
1;10150;010904;047;02;1;1;1;4;1;1;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;2;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2712;92,1674643692727;010150010904;01015001090404702;010150010904047021;202402
1;10150;010904;047;03;1;1;2;1;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;92,1674643692727;010150010904;01015001090404703;010150010904047031;202402
1;10150;010904;047;04;1;1;1;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;400;2;2;2;2; ;1;2;2; ;2; ;2; ;1;40;2; ;2; ;2712;92,1674643692727;010150010904;01015001090404704;010150010904047041;202402
1;10150;010904;047;05;1;1;2;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;280;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;92,1674643692727;010150010904;01015001090404705;010150010904047051;202402
1;10150;010904;047;07;1;1;1;4;1;2;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;450; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;92,1674643692727;010150010904;01015001090404707;010150010904047071;202402
1;10150;010904;047;08;1;3;1;4;2;2;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;2;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2712;92,1674643692727;010150010904;01015001090404708;010150010904047081;202402
1;10150;016702;031;01;1;1;1;2;1;1;1;1;1;12;6;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;3;2; ;2; ;2; ;1;30;1;80;2; ;2; ;2713;68,0974013127946;010150016702;01015001670203101;010150016702031011;202402
1;10150;016702;031;02;1;1;2;6;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,0974013127946;010150016702;01015001670203102;010150016702031021;202402
1;10150;016702;031;03;1;1;1;2;1;1;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;1;100;2; ;2; ;2; ;2713;68,0974013127946;010150016702;01015001670203103;010150016702031031;202402
1;10150;016702;031;04;1;1;2;4;1;1;1;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,0974013127946;010150016702;01015001670203104;010150016702031041;202402
1;10150;016702;031;05;1;1;2;4;2;1;1;1;1;4;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,0974013127946;010150016702;01015001670203105;010150016702031051;202402
1;10150;016702;031;06;1;1;2;6;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;130;1;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;68,0974013127946;010150016702;01015001670203106;010150016702031061;202402
1;10150;016702;031;07;1;1;2;2;3;1;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;1;2;2;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2713;68,0974013127946;010150016702;01015001670203107;010150016702031071;202402
1;10150;017403;041;01;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;84,5502791045947;010150017403;01015001740304101;010150017403041011;202402
1;10150;017403;041;02;1;1;1;2;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;84,5502791045947;010150017403;01015001740304102;010150017403041021;202402
1;10150;017403;041;03;1;1;2;3;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;84,5502791045947;010150017403;01015001740304103;010150017403041031;202402
1;10150;017403;041;04;1;1;1;4;2;5;3;3;3;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;84,5502791045947;010150017403;01015001740304104;010150017403041041;202402
1;10150;017403;041;05;1;1;2;6;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;84,5502791045947;010150017403;01015001740304105;010150017403041051;202402
1;10150;017403;041;06;1;1;2;1;2;1;1;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;84,5502791045947;010150017403;01015001740304106;010150017403041061;202402
1;10150;017403;041;07;1;1;2;1;2;1;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;84,5502791045947;010150017403;01015001740304107;010150017403041071;202402
1;10150;017602;031;01;1;6;2;2;3;5;3;1;3;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;212,805789195377;010150017602;01015001760203101;010150017602031011;202402
1;10150;017602;031;02;1;3;1;2;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2713;212,805789195377;010150017602;01015001760203102;010150017602031021;202402
1;10150;017602;031;03;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;1;40;2; ;2; ;2; ;2713;212,805789195377;010150017602;01015001760203103;010150017602031031;202402
1;10150;017602;031;04;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;212,805789195377;010150017602;01015001760203104;010150017602031041;202402
1;10150;017602;031;05;1;3;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2713;212,805789195377;010150017602;01015001760203105;010150017602031051;202402
1;10150;017602;031;06;1;1;2;1;1;2;1;1;1;5;4;0;1;1;2; ; ;1; ; ;1;1;1;2;1;100;2;2;1;1;1;2; ;2; ;2; ;1;50;2; ;2; ;2; ;2713;212,805789195377;010150017602;01015001760203106;010150017602031061;202402
1;10150;017602;031;07;1;1;1;2;2;1;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;212,805789195377;010150017602;01015001760203107;010150017602031071;202402
1;10150;020501;041;01;1;1;2;1;1;1;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;2712;57,7884717471126;010150020501;01015002050104101;010150020501041011;202402
1;10150;020501;041;03;1;1;2;1;1;2;1;1;1;4;3;0;1;3;1; ; ;1; ; ;1;1;1;2;3;450; ; ; ;1;1;1;1;2; ;2; ;2; ;1;100;2; ;2; ;2712;57,7884717471126;010150020501;01015002050104103;010150020501041031;202402
1;10150;020501;041;04;1;1;2;1;1;2;1;1;1;3;2;0;1;3;1; ; ;1; ; ;1;1;1;2;4;450; ; ; ;1;1;1;1;2; ;2; ;2; ;1;100;2; ;2; ;2712;57,7884717471126;010150020501;01015002050104104;010150020501041041;202402
1;10150;020501;041;05;1;1;1;4;1;2;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;800; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;57,7884717471126;010150020501;01015002050104105;010150020501041051;202402
1;10150;020501;041;06;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;1;3;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2712;57,7884717471126;010150020501;01015002050104106;010150020501041061;202402
1;10150;020501;041;07;1;1;2;1;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2712;57,7884717471126;010150020501;01015002050104107;010150020501041071;202402
1;10150;020503;056;01;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;500;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;156,062023225013;010150020503;01015002050305601;010150020503056011;202402
1;10150;020503;056;02;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;500;2;2;2;1;1;1;1;2; ;2; ;2; ;1;120;2; ;2; ;2712;156,062023225013;010150020503;01015002050305602;010150020503056021;202402
1;10150;020503;056;03;1;1;2;1;1;2;1;1;2;2;2;0;1;1;2; ; ;1; ; ;1;1;1;2;1;190;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;156,062023225013;010150020503;01015002050305603;010150020503056031;202402
1;10150;020503;056;04;1;1;2;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;600;2;2;2;1;1;2; ;2; ;2; ;1;90;2; ;2; ;2; ;2712;156,062023225013;010150020503;01015002050305604;010150020503056041;202402
1;10150;020503;056;05;1;1;2;1;2;2;2;1;2;2;2;0;1;1;2; ; ;1; ; ;1;1;1;2;5;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;156,062023225013;010150020503;01015002050305605;010150020503056051;202402
1;10150;020503;056;06;1;1;1;4;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;800; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2712;156,062023225013;010150020503;01015002050305606;010150020503056061;202402
1;10150;020503;056;07;1;1;2;1;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;700;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;156,062023225013;010150020503;01015002050305607;010150020503056071;202402
1;10150;021403;047;02;1;1;2;6;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;174,406225670474;010150021403;01015002140304702;010150021403047021;202402
1;10150;021403;047;03;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;1;1;1;1;1;2; ;2; ;2; ;1;65;2; ;2; ;2713;174,406225670474;010150021403;01015002140304703;010150021403047031;202402
1;10150;021403;047;05;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;174,406225670474;010150021403;01015002140304705;010150021403047051;202402
1;10150;021403;047;06;1;1;2;1;1;1;1;1;1;4;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2713;174,406225670474;010150021403;01015002140304706;010150021403047061;202402
1;10150;021403;047;07;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;174,406225670474;010150021403;01015002140304707;010150021403047071;202402
