area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;10150;001307;037;05;1;1;1;2;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2713;207,195897711401;010150001307;01015000130703705;010150001307037051;202401
1;10150;001307;037;06;1;1;3;6;3;1;3;1;2;3;2;0;1;1;1; ; ;1; ; ;2;2;1;2;1;50;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;207,195897711401;010150001307;01015000130703706;010150001307037061;202401
1;10150;001307;037;07;1;3;5;3;3;7;3;4;3;1;0;0;2;1;5;2; ;3;2;2;2;3;1;2;1;20;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;207,195897711401;010150001307;01015000130703707;010150001307037071;202401
1;10150;001701;028;01;1;1;1;2;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;2; ;1;1;2; ;2; ;2; ;1;50;2; ;2; ;2713;152,533777338244;010150001701;01015000170102801;010150001701028011;202401
1;10150;001701;028;02;1;3;1;4;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;180; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;152,533777338244;010150001701;01015000170102802;010150001701028021;202401
1;10150;001701;028;03;1;1;3;1;1;1;1;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;100;2;2;2;2; ;1;1;2; ;2; ;2; ;1;20;2; ;2; ;2713;152,533777338244;010150001701;01015000170102803;010150001701028031;202401
1;10150;001701;028;04;1;1;1;4;3;2;3;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2713;152,533777338244;010150001701;01015000170102804;010150001701028041;202401
1;10150;001701;028;05;1;1;2;1;2;1;2;1;2;5;4;0;1;3;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;1;1;1;1;2; ;2; ;2; ;1;120;2; ;2; ;2713;152,533777338244;010150001701;01015000170102805;010150001701028051;202401
1;10150;001701;028;06;1;1;2;1;2;2;2;1;2;3;2;1;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;152,533777338244;010150001701;01015000170102806;010150001701028061;202401
1;10150;001701;028;07;1;1;1;2;1;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;152,533777338244;010150001701;01015000170102807;010150001701028071;202401
1;10150;003203;028;01;1;1;3;2;2;1;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;140;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;79,7835103988709;010150003203;01015000320302801;010150003203028011;202401
1;10150;003203;028;02;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2711;79,7835103988709;010150003203;01015000320302802;010150003203028021;202401
1;10150;003203;028;03;1;1;1;2;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;79,7835103988709;010150003203;01015000320302803;010150003203028031;202401
1;10150;003203;028;04;1;1;1;4;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2711;79,7835103988709;010150003203;01015000320302804;010150003203028041;202401
1;10150;003203;028;05;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;220;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;79,7835103988709;010150003203;01015000320302805;010150003203028051;202401
1;10150;003203;028;06;1;1;2;2;2;2;1;1;1;2;1;1;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2711;79,7835103988709;010150003203;01015000320302806;010150003203028061;202401
1;10150;003203;028;07;1;1;1;4;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;79,7835103988709;010150003203;01015000320302807;010150003203028071;202401
1;10150;004801;053;01;1;1;3;1;2;1;2;3;2;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;100;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;308,659342766323;010150004801;01015000480105301;010150004801053011;202401
1;10150;004801;053;02;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;230;2;2;2;2; ;1;1;2; ;2; ;2; ;2; ;1;2;2; ;2713;308,659342766323;010150004801;01015000480105302;010150004801053021;202401
1;10150;004801;053;03;1;1;2;1;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;240;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;308,659342766323;010150004801;01015000480105303;010150004801053031;202401
1;10150;004801;053;04;1;1;3;1;2;2;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;80;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;308,659342766323;010150004801;01015000480105304;010150004801053041;202401
1;10150;004801;053;05;1;1;3;1;2;1;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;90;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;308,659342766323;010150004801;01015000480105305;010150004801053051;202401
1;10150;004801;053;06;1;1;2;2;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;308,659342766323;010150004801;01015000480105306;010150004801053061;202401
1;10150;004801;053;07;1;1;3;1;2;1;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;100;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;308,659342766323;010150004801;01015000480105307;010150004801053071;202401
1;10150;006202;037;01;1;1;2;6;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;180; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;116,341171567665;010150006202;01015000620203701;010150006202037011;202401
1;10150;006202;037;02;1;1;2;2;1;2;1;1;1;3;2;0;1;1;2; ; ;3;2;1;1;1;1;2;1;130;1;1;2;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2711;116,341171567665;010150006202;01015000620203702;010150006202037021;202401
1;10150;006202;037;03;1;1;1;2;2;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2711;116,341171567665;010150006202;01015000620203703;010150006202037031;202401
1;10150;006202;037;04;1;1;1;2;1;4;1;1;1;3;2;2;1;1;1; ; ;1; ; ;1;1;1;2;1;140;2;2;2;1;1;2; ;2; ;2; ;1;40;2; ;2; ;2; ;2711;116,341171567665;010150006202;01015000620203704;010150006202037041;202401
1;10150;006202;037;05;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;116,341171567665;010150006202;01015000620203705;010150006202037051;202401
1;10150;006202;037;06;1;1;1;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2711;116,341171567665;010150006202;01015000620203706;010150006202037061;202401
1;10150;006202;037;07;1;1;1;4;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2711;116,341171567665;010150006202;01015000620203707;010150006202037071;202401
1;10150;007701;040;01;1;1;1;2;1;2;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;380; ; ; ;1;2;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2711;86,4623159554026;010150007701;01015000770104001;010150007701040011;202401
1;10150;007701;040;02;1;1;1;2;1;2;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2711;86,4623159554026;010150007701;01015000770104002;010150007701040021;202401
1;10150;007701;040;03;1;1;1;2;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;86,4623159554026;010150007701;01015000770104003;010150007701040031;202401
1;10150;007701;040;04;1;1;1;4;2;1;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;86,4623159554026;010150007701;01015000770104004;010150007701040041;202401
1;10150;007701;040;05;1;1;2;1;1;2;1;1;1;3;2;2;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2711;86,4623159554026;010150007701;01015000770104005;010150007701040051;202401
1;10150;007701;040;06;1;1;1;4;2;4;1;1;1;5;4;0;1;3;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2711;86,4623159554026;010150007701;01015000770104006;010150007701040061;202401
1;10150;007701;040;07;1;1;1;4;1;1;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2711;86,4623159554026;010150007701;01015000770104007;010150007701040071;202401
1;10150;009303;028;01;1;1;1;4;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;72,9426077268314;010150009303;01015000930302801;010150009303028011;202401
1;10150;009303;028;02;1;1;1;4;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;72,9426077268314;010150009303;01015000930302802;010150009303028021;202401
1;10150;009303;028;03;1;1;1;4;2;1;2;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;72,9426077268314;010150009303;01015000930302803;010150009303028031;202401
1;10150;009303;028;04;1;1;1;4;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2712;72,9426077268314;010150009303;01015000930302804;010150009303028041;202401
1;10150;009303;028;05;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;72,9426077268314;010150009303;01015000930302805;010150009303028051;202401
1;10150;009303;028;06;1;1;1;4;2;1;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;72,9426077268314;010150009303;01015000930302806;010150009303028061;202401
1;10150;009303;028;07;1;1;1;4;2;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2712;72,9426077268314;010150009303;01015000930302807;010150009303028071;202401
1;10150;011402;037;01;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;2; ;2; ;1;90;2; ;2; ;2712;213,221965296095;010150011402;01015001140203701;010150011402037011;202401
1;10150;011402;037;02;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;213,221965296095;010150011402;01015001140203702;010150011402037021;202401
1;10150;011402;037;03;1;1;1;2;1;1;1;1;1;5;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;213,221965296095;010150011402;01015001140203703;010150011402037031;202401
1;10150;011402;037;04;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;213,221965296095;010150011402;01015001140203704;010150011402037041;202401
1;10150;011402;037;05;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;213,221965296095;010150011402;01015001140203705;010150011402037051;202401
1;10150;011402;037;06;1;1;2;2;1;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;135;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;213,221965296095;010150011402;01015001140203706;010150011402037061;202401
1;10150;011402;037;07;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;450; ; ; ;1;2;2; ;2; ;1;140;2; ;2; ;2; ;2; ;2712;213,221965296095;010150011402;01015001140203707;010150011402037071;202401
1;10150;011403;028;01;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2712;62,8697127525514;010150011403;01015001140302801;010150011403028011;202401
1;10150;011403;028;02;1;1;1;2;1;1;1;1;1;5;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2712;62,8697127525514;010150011403;01015001140302802;010150011403028021;202401
1;10150;011403;028;03;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2712;62,8697127525514;010150011403;01015001140302803;010150011403028031;202401
1;10150;011403;028;04;1;1;1;2;1;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;1;5;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;62,8697127525514;010150011403;01015001140302804;010150011403028041;202401
1;10150;011403;028;05;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2712;62,8697127525514;010150011403;01015001140302805;010150011403028051;202401
1;10150;011403;028;06;1;1;2;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;2712;62,8697127525514;010150011403;01015001140302806;010150011403028061;202401
1;10150;011403;028;07;1;1;2;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;62,8697127525514;010150011403;01015001140302807;010150011403028071;202401
1;10150;011501;037;01;1;1;1;2;2;2;2;1;1;4;3;0;1;3;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2711;125,360702922658;010150011501;01015001150103701;010150011501037011;202401
1;10150;011501;037;02;1;1;1;4;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;1;2;2; ;1;50;2; ;2; ;1;40;2; ;2; ;2711;125,360702922658;010150011501;01015001150103702;010150011501037021;202401
1;10150;011501;037;03;1;1;1;2;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;1;1;1;1;2;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2711;125,360702922658;010150011501;01015001150103703;010150011501037031;202401
1;10150;011501;037;04;1;1;1;4;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2711;125,360702922658;010150011501;01015001150103704;010150011501037041;202401
1;10150;011501;037;05;1;1;1;2;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;3;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2711;125,360702922658;010150011501;01015001150103705;010150011501037051;202401
1;10150;011501;037;06;1;1;1;2;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2711;125,360702922658;010150011501;01015001150103706;010150011501037061;202401
1;10150;011501;037;07;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2711;125,360702922658;010150011501;01015001150103707;010150011501037071;202401
1;10150;014702;037;01;1;1;1;4;2;2;2;3;2;9;5;0;1;1;1; ; ;1; ; ;1;1;1;2;5;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2713;75,4955882355436;010150014702;01015001470203701;010150014702037011;202401
1;10150;014702;037;02;1;1;2;1;1;5;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2713;75,4955882355436;010150014702;01015001470203702;010150014702037021;202401
1;10150;014702;037;03;1;1;2;1;1;1;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;5;600; ; ; ;1;1;2; ;2; ;2; ;2; ;1;90;2; ;2; ;2713;75,4955882355436;010150014702;01015001470203703;010150014702037031;202401
1;10150;014702;037;04;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;270; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2713;75,4955882355436;010150014702;01015001470203704;010150014702037041;202401
1;10150;014702;037;05;1;1;1;2;1;1;1;3;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;75,4955882355436;010150014702;01015001470203705;010150014702037051;202401
1;10150;014702;037;06;1;1;2;4;2;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;220;1;2;1;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;75,4955882355436;010150014702;01015001470203706;010150014702037061;202401
1;10150;014702;037;07;1;1;2;2;1;5;1;1;1;5;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;75,4955882355436;010150014702;01015001470203707;010150014702037071;202401
1;10150;016701;040;01;1;1;1;4;3;2;3;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;2713;50,1677220168228;010150016701;01015001670104001;010150016701040011;202401
1;10150;016701;040;02;1;1;2;1;2;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;50,1677220168228;010150016701;01015001670104002;010150016701040021;202401
1;10150;016701;040;04;1;1;1;4;2;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;50,1677220168228;010150016701;01015001670104004;010150016701040041;202401
1;10150;016701;040;05;1;1;1;2;2;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2713;50,1677220168228;010150016701;01015001670104005;010150016701040051;202401
1;10150;016701;040;06;1;1;1;2;2;1;2;1;2;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2713;50,1677220168228;010150016701;01015001670104006;010150016701040061;202401
1;10150;016701;040;07;1;1;2;1;1;1;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;50,1677220168228;010150016701;01015001670104007;010150016701040071;202401
1;10150;016701;040;09;1;1;4;2;2;1;2;1;2;1;0;0;2;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;50,1677220168228;010150016701;01015001670104009;010150016701040091;202401
1;10150;017001;028;01;1;1;1;4;1;1;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;69,9292236488719;010150017001;01015001700102801;010150017001028011;202401
1;10150;017001;028;02;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;90;2; ;2; ;2711;69,9292236488719;010150017001;01015001700102802;010150017001028021;202401
1;10150;017001;028;03;1;1;1;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;190;2;2;2;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2711;69,9292236488719;010150017001;01015001700102803;010150017001028031;202401
