area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c07;c08a;c09;c10;c11;c12;c13;c14;c18;c19;c20a;c21a;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;10150;006602;042;04;1;3;3;3;3;2;2;3;2;2;2;2;2;3;3;2;2;2713;39,6983764069957;010150006602;01015000660204204;010150006602042041;202403
1;10150;006602;042;05;1;3;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;39,6983764069957;010150006602;01015000660204205;010150006602042051;202403
1;10150;006602;042;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;39,6983764069957;010150006602;01015000660204206;010150006602042061;202403
1;10150;006602;042;07;1;2;2;1;1;2;2;3;2;2;2;2;2;3;2;3;3;2713;39,6983764069957;010150006602;01015000660204207;010150006602042071;202403
1;10150;007402;051;01;1;2;2;2;2;2;2;2;2;3;3;2;2;3;3;3;3;2713;75,9367608748284;010150007402;01015000740205101;010150007402051011;202403
1;10150;007402;051;02;1;2;2;1;2;2;2;3;3;3;3;2;2;3;2;2;2;2713;75,9367608748284;010150007402;01015000740205102;010150007402051021;202403
1;10150;007402;051;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2713;75,9367608748284;010150007402;01015000740205103;010150007402051031;202403
1;10150;007402;051;04;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2713;75,9367608748284;010150007402;01015000740205104;010150007402051041;202403
1;10150;007402;051;05;1;2;2;1;2;2;2;3;2;2;2;2;2;3;2;2;2;2713;75,9367608748284;010150007402;01015000740205105;010150007402051051;202403
1;10150;007402;051;07;1;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;75,9367608748284;010150007402;01015000740205107;010150007402051071;202403
1;10150;007402;051;08;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2713;75,9367608748284;010150007402;01015000740205108;010150007402051081;202403
1;10150;007502;042;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204201;010150007502042011;202403
1;10150;007502;042;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204202;010150007502042021;202403
1;10150;007502;042;03;1;2;2;1;1;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204203;010150007502042031;202403
1;10150;007502;042;04;1;2;2;1;1;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204204;010150007502042041;202403
1;10150;007502;042;06;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204206;010150007502042061;202403
1;10150;007502;042;07;1;3;3;1;1;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204207;010150007502042071;202403
1;10150;007502;042;08;1;3;3;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2712;84,636735036636;010150007502;01015000750204208;010150007502042081;202403
1;10150;007802;051;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2712;60,2343688609208;010150007802;01015000780205101;010150007802051011;202403
1;10150;007802;051;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2712;60,2343688609208;010150007802;01015000780205102;010150007802051021;202403
1;10150;007802;051;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2712;60,2343688609208;010150007802;01015000780205103;010150007802051031;202403
1;10150;007802;051;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2712;60,2343688609208;010150007802;01015000780205104;010150007802051041;202403
1;10150;007802;051;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;60,2343688609208;010150007802;01015000780205105;010150007802051051;202403
1;10150;007802;051;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2712;60,2343688609208;010150007802;01015000780205106;010150007802051061;202403
1;10150;007802;051;07;1;2;2;1;3;2;2;2;2;2;2;2;3;2;3;2;2;2712;60,2343688609208;010150007802;01015000780205107;010150007802051071;202403
1;10150;008203;051;01;1;3;2;1;3;2;2;2;2;2;2;2;2;3;2;2;2;2713;204,009138381877;010150008203;01015000820305101;010150008203051011;202403
1;10150;008203;051;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;204,009138381877;010150008203;01015000820305102;010150008203051021;202403
1;10150;008203;051;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2713;204,009138381877;010150008203;01015000820305103;010150008203051031;202403
1;10150;008203;051;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;2713;204,009138381877;010150008203;01015000820305104;010150008203051041;202403
1;10150;008203;051;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2713;204,009138381877;010150008203;01015000820305105;010150008203051051;202403
1;10150;008203;051;06;1;3;3;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2713;204,009138381877;010150008203;01015000820305106;010150008203051061;202403
1;10150;008203;051;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;204,009138381877;010150008203;01015000820305107;010150008203051071;202403
1;10150;008801;042;01;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;64,9528980711881;010150008801;01015000880104201;010150008801042011;202403
1;10150;008801;042;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2712;64,9528980711881;010150008801;01015000880104202;010150008801042021;202403
1;10150;008801;042;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2712;64,9528980711881;010150008801;01015000880104203;010150008801042031;202403
1;10150;008801;042;04;1;2;2;1;2;1;1;2;2;2;2;2;2;3;1;2;2;2712;64,9528980711881;010150008801;01015000880104204;010150008801042041;202403
1;10150;008801;042;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2712;64,9528980711881;010150008801;01015000880104205;010150008801042051;202403
1;10150;008801;042;06;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2712;64,9528980711881;010150008801;01015000880104206;010150008801042061;202403
1;10150;008801;042;07;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2712;64,9528980711881;010150008801;01015000880104207;010150008801042071;202403
1;10150;011005;051;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2713;172,722141526252;010150011005;01015001100505102;010150011005051021;202403
1;10150;011005;051;03;1;2;2;1;2;1;1;2;2;2;2;2;2;3;2;3;2;2713;172,722141526252;010150011005;01015001100505103;010150011005051031;202403
1;10150;011005;051;04;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2713;172,722141526252;010150011005;01015001100505104;010150011005051041;202403
1;10150;011005;051;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2713;172,722141526252;010150011005;01015001100505105;010150011005051051;202403
1;10150;011005;051;06;1;2;2;1;2;1;2;2;2;2;2;2;2;3;2;2;2;2713;172,722141526252;010150011005;01015001100505106;010150011005051061;202403
1;10150;011005;051;07;1;3;2;1;2;1;1;2;2;3;3;3;3;3;2;3;2;2713;172,722141526252;010150011005;01015001100505107;010150011005051071;202403
1;10150;011005;051;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2713;172,722141526252;010150011005;01015001100505108;010150011005051081;202403
1;10150;012601;042;01;1;3;2;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2711;166,262182706023;010150012601;01015001260104201;010150012601042011;202403
1;10150;012601;042;02;1;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2711;166,262182706023;010150012601;01015001260104202;010150012601042021;202403
1;10150;012601;042;03;1;2;2;1;2;2;1;2;2;3;2;2;2;3;3;2;2;2711;166,262182706023;010150012601;01015001260104203;010150012601042031;202403
1;10150;012601;042;04;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2711;166,262182706023;010150012601;01015001260104204;010150012601042041;202403
1;10150;012601;042;05;1;1;2;1;2;2;2;2;2;2;1;2;3;3;3;2;2;2711;166,262182706023;010150012601;01015001260104205;010150012601042051;202403
1;10150;012601;042;06;1;2;1;1;2;2;2;2;3;3;3;3;2;3;3;2;2;2711;166,262182706023;010150012601;01015001260104206;010150012601042061;202403
1;10150;012601;042;07;1;2;2;1;2;1;1;2;2;2;3;2;2;2;3;2;2;2711;166,262182706023;010150012601;01015001260104207;010150012601042071;202403
1;10150;013701;042;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2712;49,3695162036429;010150013701;01015001370104201;010150013701042011;202403
1;10150;013701;042;03;1;2;2;1;1;2;2;3;3;3;3;3;3;2;2;3;3;2712;49,3695162036429;010150013701;01015001370104203;010150013701042031;202403
1;10150;013701;042;04;1;2;2;2;2;2;2;3;3;3;3;3;3;2;2;3;3;2712;49,3695162036429;010150013701;01015001370104204;010150013701042041;202403
1;10150;013701;042;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2712;49,3695162036429;010150013701;01015001370104205;010150013701042051;202403
1;10150;013701;042;06;1;2;2;1;1;1;1;3;3;3;3;3;3;3;3;3;3;2712;49,3695162036429;010150013701;01015001370104206;010150013701042061;202403
1;10150;013701;042;07;1;2;2;1;1;2;2;3;3;3;3;3;3;3;3;3;3;2712;49,3695162036429;010150013701;01015001370104207;010150013701042071;202403
1;10150;013701;042;08;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2712;49,3695162036429;010150013701;01015001370104208;010150013701042081;202403
1;10150;014101;059;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2711;92,1315329788987;010150014101;01015001410105901;010150014101059011;202403
1;10150;014101;059;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2711;92,1315329788987;010150014101;01015001410105902;010150014101059021;202403
1;10150;014101;059;03;1;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;2711;92,1315329788987;010150014101;01015001410105903;010150014101059031;202403
1;10150;014101;059;04;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2711;92,1315329788987;010150014101;01015001410105904;010150014101059041;202403
1;10150;014101;059;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2711;92,1315329788987;010150014101;01015001410105905;010150014101059051;202403
1;10150;014101;059;06;1;3;3;3;3;1;2;2;3;3;3;3;3;3;2;3;2;2711;92,1315329788987;010150014101;01015001410105906;010150014101059061;202403
1;10150;014101;059;08;1;2;2;1;3;3;2;2;2;2;2;2;2;3;2;2;2;2711;92,1315329788987;010150014101;01015001410105908;010150014101059081;202403
1;10150;014104;042;01;1;2;2;2;2;2;2;2;3;2;2;2;2;3;3;3;3;2711;56,3034275877454;010150014104;01015001410404201;010150014104042011;202403
1;10150;014104;042;02;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2711;56,3034275877454;010150014104;01015001410404202;010150014104042021;202403
1;10150;014104;042;04;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;2;2711;56,3034275877454;010150014104;01015001410404204;010150014104042041;202403
1;10150;014104;042;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2711;56,3034275877454;010150014104;01015001410404205;010150014104042051;202403
1;10150;014104;042;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2711;56,3034275877454;010150014104;01015001410404206;010150014104042061;202403
1;10150;014104;042;07;1;3;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;2711;56,3034275877454;010150014104;01015001410404207;010150014104042071;202403
1;10150;014104;042;08;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2711;56,3034275877454;010150014104;01015001410404208;010150014104042081;202403
1;10150;014903;051;01;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;2712;45,925131352226;010150014903;01015001490305101;010150014903051011;202403
1;10150;014903;051;02;1;2;2;1;1;1;2;2;2;2;2;2;2;3;3;2;2;2712;45,925131352226;010150014903;01015001490305102;010150014903051021;202403
1;10150;014903;051;03;1;3;3;2;2;2;2;3;3;2;2;2;2;3;3;3;3;2712;45,925131352226;010150014903;01015001490305103;010150014903051031;202403
1;10150;014903;051;04;1;2;2;2;2;2;2;3;3;2;2;2;2;3;3;3;3;2712;45,925131352226;010150014903;01015001490305104;010150014903051041;202403
1;10150;014903;051;05;1;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;2712;45,925131352226;010150014903;01015001490305105;010150014903051051;202403
1;10150;014903;051;06;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;2712;45,925131352226;010150014903;01015001490305106;010150014903051061;202403
1;10150;014903;051;07;1;2;2;2;1;1;1;3;2;2;2;2;2;3;3;3;3;2712;45,925131352226;010150014903;01015001490305107;010150014903051071;202403
1;10150;015401;034;01;1;3;3;2;1;2;2;3;2;3;3;2;2;3;3;3;3;2713;282,043804568137;010150015401;01015001540103401;010150015401034011;202403
1;10150;015401;034;02;1;3;2;2;1;2;2;2;2;2;2;2;2;3;3;3;3;2713;282,043804568137;010150015401;01015001540103402;010150015401034021;202403
1;10150;015401;034;03;1;2;2;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2713;282,043804568137;010150015401;01015001540103403;010150015401034031;202403
1;10150;015401;034;04;1;3;2;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2713;282,043804568137;010150015401;01015001540103404;010150015401034041;202403
1;10150;015401;034;07;1;3;3;1;1;2;2;3;3;3;3;2;2;3;3;3;3;2713;282,043804568137;010150015401;01015001540103407;010150015401034071;202403
1;10150;015401;034;08;1;2;2;2;2;2;2;3;3;2;2;2;2;3;3;3;3;2713;282,043804568137;010150015401;01015001540103408;010150015401034081;202403
1;10150;015401;034;09;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2713;282,043804568137;010150015401;01015001540103409;010150015401034091;202403
1;10150;015602;059;02;1;2;2;1;2;2;3;2;2;1;1;2;2;3;1;2;2;2712;89,7070144979899;010150015602;01015001560205902;010150015602059021;202403
1;10150;015602;059;04;1;2;2;1;2;1;2;2;3;2;2;1;2;2;2;2;2;2712;89,7070144979899;010150015602;01015001560205904;010150015602059041;202403
1;10150;015602;059;05;1;1;1;1;1;2;2;3;2;2;2;1;2;2;3;2;2;2712;89,7070144979899;010150015602;01015001560205905;010150015602059051;202403
1;10150;015602;059;06;1;2;2;1;3;2;1;1;2;2;2;3;2;2;1;2;2;2712;89,7070144979899;010150015602;01015001560205906;010150015602059061;202403
1;10150;015602;059;07;1;2;1;1;3;2;2;2;1;1;1;2;2;3;2;2;2;2712;89,7070144979899;010150015602;01015001560205907;010150015602059071;202403
1;10150;015602;059;09;1;2;3;1;3;1;1;2;2;2;2;1;2;2;3;2;2;2712;89,7070144979899;010150015602;01015001560205909;010150015602059091;202403
1;10150;015602;059;10;1;2;1;2;3;3;2;2;2;1;2;1;2;2;1;3;2;2712;89,7070144979899;010150015602;01015001560205910;010150015602059101;202403
1;10150;015902;051;01;1;3;3;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2712;127,77200802334;010150015902;01015001590205101;010150015902051011;202403
1;10150;015902;051;02;1;3;3;1;3;2;3;2;3;2;3;3;3;3;3;3;3;2712;127,77200802334;010150015902;01015001590205102;010150015902051021;202403
1;10150;015902;051;03;1;2;2;1;3;2;2;2;2;2;2;2;2;3;2;2;2;2712;127,77200802334;010150015902;01015001590205103;010150015902051031;202403
1;10150;015902;051;04;1;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2712;127,77200802334;010150015902;01015001590205104;010150015902051041;202403
1;10150;015902;051;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;127,77200802334;010150015902;01015001590205106;010150015902051061;202403
1;10150;015902;051;07;1;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;3;2712;127,77200802334;010150015902;01015001590205107;010150015902051071;202403
1;10150;016302;042;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2711;222,946253700567;010150016302;01015001630204201;010150016302042011;202403
1;10150;016302;042;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2711;222,946253700567;010150016302;01015001630204202;010150016302042021;202403
1;10150;016302;042;03;1;3;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2711;222,946253700567;010150016302;01015001630204203;010150016302042031;202403
1;10150;016302;042;04;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2711;222,946253700567;010150016302;01015001630204204;010150016302042041;202403
1;10150;016302;042;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2711;222,946253700567;010150016302;01015001630204205;010150016302042051;202403
1;10150;016302;042;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2711;222,946253700567;010150016302;01015001630204206;010150016302042061;202403
1;10150;016302;042;07;1;2;2;2;1;2;2;2;2;2;2;2;2;3;2;3;2;2711;222,946253700567;010150016302;01015001630204207;010150016302042071;202403
1;10150;016803;042;01;1;2;2;2;1;2;2;2;2;2;2;2;2;3;3;3;3;2713;68,5677284801728;010150016803;01015001680304201;010150016803042011;202403
1;10150;016803;042;02;1;2;2;1;1;2;2;2;2;2;2;2;2;3;3;3;3;2713;68,5677284801728;010150016803;01015001680304202;010150016803042021;202403
1;10150;016803;042;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;68,5677284801728;010150016803;01015001680304203;010150016803042031;202403
1;10150;016803;042;04;1;3;3;3;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;68,5677284801728;010150016803;01015001680304204;010150016803042041;202403
1;10150;016803;042;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2713;68,5677284801728;010150016803;01015001680304205;010150016803042051;202403
1;10150;016803;042;06;1;2;2;2;2;2;2;3;2;2;2;2;2;3;3;2;2;2713;68,5677284801728;010150016803;01015001680304206;010150016803042061;202403
1;10150;016803;042;07;1;2;2;1;1;2;2;3;3;1;1;2;2;3;3;3;3;2713;68,5677284801728;010150016803;01015001680304207;010150016803042071;202403
1;10150;017102;042;02;1;2;1;1;3;2;2;2;2;2;3;2;3;3;3;2;2;2713;91,0052740714312;010150017102;01015001710204202;010150017102042021;202403
1;10150;017102;042;03;1;2;1;1;2;2;2;2;1;2;2;3;2;2;3;2;2;2713;91,0052740714312;010150017102;01015001710204203;010150017102042031;202403
1;10150;017102;042;04;1;2;1;1;3;2;2;3;3;2;2;3;3;3;3;2;2;2713;91,0052740714312;010150017102;01015001710204204;010150017102042041;202403
1;10150;017102;042;05;1;2;1;1;3;2;2;2;2;2;3;3;3;3;3;2;3;2713;91,0052740714312;010150017102;01015001710204205;010150017102042051;202403
1;10150;017102;042;06;1;2;3;1;2;2;2;2;2;2;1;2;2;1;1;2;2;2713;91,0052740714312;010150017102;01015001710204206;010150017102042061;202403
1;10150;017102;042;07;1;2;2;1;3;2;2;2;2;1;2;2;2;2;3;3;2;2713;91,0052740714312;010150017102;01015001710204207;010150017102042071;202403
1;10150;017102;042;08;1;2;2;1;3;2;2;3;2;2;2;1;2;1;3;3;3;2713;91,0052740714312;010150017102;01015001710204208;010150017102042081;202403
1;10150;017801;034;01;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;3;2712;250,569145566977;010150017801;01015001780103401;010150017801034011;202403
1;10150;017801;034;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2712;250,569145566977;010150017801;01015001780103402;010150017801034021;202403
1;10150;017801;034;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;250,569145566977;010150017801;01015001780103404;010150017801034041;202403
1;10150;017801;034;05;1;3;2;1;2;1;2;2;2;2;2;2;2;3;2;3;2;2712;250,569145566977;010150017801;01015001780103405;010150017801034051;202403
1;10150;017801;034;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2712;250,569145566977;010150017801;01015001780103406;010150017801034061;202403
1;10150;017801;034;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2712;250,569145566977;010150017801;01015001780103407;010150017801034071;202403
1;10150;017801;034;08;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2712;250,569145566977;010150017801;01015001780103408;010150017801034081;202403
1;10150;018404;051;01;1;2;2;1;2;2;2;2;3;2;2;1;1;1;1;2;2;2711;53,1309465875004;010150018404;01015001840405101;010150018404051011;202403
1;10150;018404;051;02;1;2;3;2;3;3;2;2;2;3;3;3;3;2;2;2;2;2711;53,1309465875004;010150018404;01015001840405102;010150018404051021;202403
1;10150;018404;051;03;1;2;1;2;2;2;2;2;2;3;2;2;2;1;2;2;2;2711;53,1309465875004;010150018404;01015001840405103;010150018404051031;202403
1;10150;018404;051;05;1;2;1;1;3;2;2;2;2;1;2;2;2;2;3;2;2;2711;53,1309465875004;010150018404;01015001840405105;010150018404051051;202403
1;10150;018404;051;06;1;2;2;1;2;3;3;2;2;2;2;2;2;2;2;2;2;2711;53,1309465875004;010150018404;01015001840405106;010150018404051061;202403
1;10150;018404;051;07;1;2;2;1;3;3;2;2;2;2;1;2;2;1;3;2;2;2711;53,1309465875004;010150018404;01015001840405107;010150018404051071;202403
