area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c07;c08a;c09;c10;c11;c12;c13;c14;c18;c19;c20a;c21a;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;10550;001401;034;05;1;3;2;1;1;2;2;1;2;2;2;2;2;3;2;3;2;0111;53,6925600525987;010550001401;01055000140103405;010550001401034051;202403
1;10550;001401;034;06;1;2;2;1;2;2;2;3;3;2;2;3;3;2;2;3;3;0111;53,6925600525987;010550001401;01055000140103406;010550001401034061;202403
1;10550;001401;034;07;1;2;2;2;2;2;2;3;3;1;2;3;3;3;3;3;3;0111;53,6925600525987;010550001401;01055000140103407;010550001401034071;202403
2;10552;900602;042;01;1;2;2;1;3;2;2;2;2;3;2;3;2;2;2;2;3;0122;1434,18473290567;010552900602;01055290060204201;010552900602042011;202403
2;10552;900602;042;02;1;2;2;1;3;3;3;2;3;2;3;2;2;3;2;2;2;0122;1434,18473290567;010552900602;01055290060204202;010552900602042021;202403
2;10552;900602;042;03;1;2;3;2;3;3;3;2;3;2;3;2;3;3;3;3;2;0122;1434,18473290567;010552900602;01055290060204203;010552900602042031;202403
2;10552;900602;042;04;1;2;3;1;3;2;3;2;3;2;3;2;2;3;2;2;2;0122;1434,18473290567;010552900602;01055290060204204;010552900602042041;202403
2;10552;900602;042;05;1;2;2;1;3;3;3;3;2;2;3;3;3;3;1;2;2;0122;1434,18473290567;010552900602;01055290060204205;010552900602042051;202403
2;10552;900602;042;06;1;2;3;1;3;2;3;2;3;2;3;2;3;2;3;2;2;0122;1434,18473290567;010552900602;01055290060204206;010552900602042061;202403
2;10552;900602;042;07;1;2;2;1;3;2;2;3;2;3;2;2;2;3;2;2;2;0122;1434,18473290567;010552900602;01055290060204207;010552900602042071;202403
2;10850;900301;051;01;1;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;2;0121;828,946611055606;010850900301;01085090030105101;010850900301051011;202403
2;10850;900301;051;02;1;3;3;1;2;1;2;3;3;3;3;3;3;3;3;3;3;0121;828,946611055606;010850900301;01085090030105102;010850900301051021;202403
2;10850;900301;051;03;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;0121;828,946611055606;010850900301;01085090030105103;010850900301051031;202403
2;10850;900301;051;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0121;828,946611055606;010850900301;01085090030105104;010850900301051041;202403
2;10850;900301;051;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0121;828,946611055606;010850900301;01085090030105105;010850900301051051;202403
2;10850;900301;051;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0121;828,946611055606;010850900301;01085090030105107;010850900301051071;202403
2;10850;900301;051;08;1;2;2;1;1;2;2;3;3;3;3;3;3;3;3;3;3;0121;828,946611055606;010850900301;01085090030105108;010850900301051081;202403
2;11350;000102;034;01;1;2;1;2;2;1;2;3;2;2;2;2;2;3;1;2;1;0123;564,09184844541;011350000102;01135000010203401;011350000102034011;202403
2;11350;000102;034;02;1;3;1;2;2;2;2;3;2;2;2;2;2;3;3;3;3;0123;564,09184844541;011350000102;01135000010203402;011350000102034021;202403
2;11350;000102;034;03;1;3;1;1;2;1;2;3;3;2;2;3;2;2;2;2;2;0123;564,09184844541;011350000102;01135000010203403;011350000102034031;202403
2;11350;000102;034;04;1;3;2;1;2;2;1;3;2;3;2;2;2;3;3;3;3;0123;564,09184844541;011350000102;01135000010203404;011350000102034041;202403
2;11350;000102;034;05;1;2;2;1;2;2;2;3;2;2;2;3;3;3;2;3;2;0123;564,09184844541;011350000102;01135000010203405;011350000102034051;202403
2;11350;000102;034;06;1;2;2;1;1;2;2;3;2;2;2;2;2;3;3;2;3;0123;564,09184844541;011350000102;01135000010203406;011350000102034061;202403
2;11350;000102;034;07;1;2;2;1;2;1;1;3;3;3;3;3;3;3;3;2;1;0123;564,09184844541;011350000102;01135000010203407;011350000102034071;202403
2;11352;900301;059;01;1;3;3;2;3;3;3;2;3;2;2;3;3;3;3;3;3;0122;583,907790627747;011352900301;01135290030105901;011352900301059011;202403
2;11352;900301;059;03;1;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;0122;583,907790627747;011352900301;01135290030105903;011352900301059031;202403
2;11352;900301;059;04;1;2;3;2;3;3;3;3;3;2;3;2;3;2;3;3;3;0122;583,907790627747;011352900301;01135290030105904;011352900301059041;202403
2;11352;900301;059;05;1;3;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;0122;583,907790627747;011352900301;01135290030105905;011352900301059051;202403
2;11352;900301;059;07;1;3;3;2;3;3;3;3;2;3;3;3;3;3;3;3;3;0122;583,907790627747;011352900301;01135290030105907;011352900301059071;202403
2;11352;900301;059;08;1;2;3;1;3;3;3;3;3;3;2;3;3;3;2;3;3;0122;583,907790627747;011352900301;01135290030105908;011352900301059081;202403
2;11352;900301;059;09;1;2;3;2;3;3;3;3;3;3;3;3;3;3;2;2;3;0122;583,907790627747;011352900301;01135290030105909;011352900301059091;202403
2;11450;000104;042;01;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;418,429970631623;011450000104;01145000010404201;011450000104042011;202403
2;11450;000104;042;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0123;418,429970631623;011450000104;01145000010404202;011450000104042021;202403
2;11450;000104;042;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;0123;418,429970631623;011450000104;01145000010404203;011450000104042031;202403
2;11450;000104;042;04;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;0123;418,429970631623;011450000104;01145000010404204;011450000104042041;202403
2;11450;000104;042;06;1;2;2;2;2;1;2;2;3;3;3;3;3;3;3;3;3;0123;418,429970631623;011450000104;01145000010404206;011450000104042061;202403
2;11450;000104;042;07;1;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;2;0123;418,429970631623;011450000104;01145000010404207;011450000104042071;202403
2;11450;000104;042;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0123;418,429970631623;011450000104;01145000010404208;011450000104042081;202403
1;11550;000205;051;01;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;0111;219,354028713511;011550000205;01155000020505101;011550000205051011;202403
1;11550;000205;051;02;1;2;1;2;1;2;2;2;2;2;2;2;2;3;2;3;2;0111;219,354028713511;011550000205;01155000020505102;011550000205051021;202403
1;11550;000205;051;03;1;2;2;1;2;3;3;3;3;3;3;3;3;3;3;3;3;0111;219,354028713511;011550000205;01155000020505103;011550000205051031;202403
1;11550;000205;051;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;219,354028713511;011550000205;01155000020505104;011550000205051041;202403
1;11550;000205;051;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;219,354028713511;011550000205;01155000020505105;011550000205051051;202403
1;11550;000205;051;06;1;3;2;1;1;2;2;2;2;2;2;2;2;3;3;2;3;0111;219,354028713511;011550000205;01155000020505106;011550000205051061;202403
1;11550;000205;051;07;1;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0111;219,354028713511;011550000205;01155000020505107;011550000205051071;202403
1;11550;001203;059;01;1;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;0111;34,0294921965418;011550001203;01155000120305901;011550001203059011;202403
1;11550;001203;059;04;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;0111;34,0294921965418;011550001203;01155000120305904;011550001203059041;202403
1;11550;001203;059;05;1;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;0111;34,0294921965418;011550001203;01155000120305905;011550001203059051;202403
1;11550;001203;059;06;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;3;3;0111;34,0294921965418;011550001203;01155000120305906;011550001203059061;202403
1;11550;001203;059;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;34,0294921965418;011550001203;01155000120305907;011550001203059071;202403
1;11550;001203;059;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;34,0294921965418;011550001203;01155000120305910;011550001203059101;202403
1;20150;000402;042;01;1;2;2;1;3;3;3;2;2;2;2;2;2;1;2;2;2;0211;149,871453471963;020150000402;02015000040204201;020150000402042011;202403
1;20150;000402;042;02;1;3;2;1;3;2;2;2;2;3;2;2;2;3;3;3;2;0211;149,871453471963;020150000402;02015000040204202;020150000402042021;202403
1;20150;000402;042;03;1;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0211;149,871453471963;020150000402;02015000040204203;020150000402042031;202403
1;20150;000402;042;04;1;3;2;1;2;2;2;2;2;2;2;2;2;1;2;3;3;0211;149,871453471963;020150000402;02015000040204204;020150000402042041;202403
1;20150;000402;042;05;1;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;0211;149,871453471963;020150000402;02015000040204205;020150000402042051;202403
1;20150;000402;042;07;1;3;3;3;3;1;2;2;2;2;2;2;2;3;3;3;3;0211;149,871453471963;020150000402;02015000040204207;020150000402042071;202403
1;20150;000402;042;08;1;2;2;1;3;3;3;3;3;3;3;3;3;3;3;3;2;0211;149,871453471963;020150000402;02015000040204208;020150000402042081;202403
1;20150;000702;034;01;1;2;3;2;3;3;2;2;3;3;3;2;3;2;3;3;3;0211;82,0000749500283;020150000702;02015000070203401;020150000702034011;202403
1;20150;000702;034;02;1;3;2;2;3;3;3;3;3;2;3;3;3;2;3;2;3;0211;82,0000749500283;020150000702;02015000070203402;020150000702034021;202403
1;20150;000702;034;03;1;2;2;1;2;3;3;3;3;3;3;3;3;3;3;3;3;0211;82,0000749500283;020150000702;02015000070203403;020150000702034031;202403
1;20150;000702;034;04;1;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;0211;82,0000749500283;020150000702;02015000070203404;020150000702034041;202403
1;20150;000702;034;05;1;2;2;1;3;2;2;2;2;3;3;2;2;2;2;3;2;0211;82,0000749500283;020150000702;02015000070203405;020150000702034051;202403
1;20150;000702;034;06;1;2;2;1;2;3;3;3;3;3;2;2;3;3;3;2;2;0211;82,0000749500283;020150000702;02015000070203406;020150000702034061;202403
1;20150;000702;034;07;1;2;3;2;3;3;2;3;3;2;3;3;3;3;3;3;2;0211;82,0000749500283;020150000702;02015000070203407;020150000702034071;202403
1;20150;002303;059;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0211;243,878563126255;020150002303;02015000230305901;020150002303059011;202403
1;20150;002303;059;02;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0211;243,878563126255;020150002303;02015000230305902;020150002303059021;202403
1;20150;002303;059;03;1;3;3;2;3;2;1;2;2;2;2;2;2;3;3;3;3;0211;243,878563126255;020150002303;02015000230305903;020150002303059031;202403
1;20150;002303;059;06;1;2;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;0211;243,878563126255;020150002303;02015000230305906;020150002303059061;202403
1;20150;002303;059;07;1;2;3;2;3;3;3;2;3;3;3;3;3;2;3;3;3;0211;243,878563126255;020150002303;02015000230305907;020150002303059071;202403
1;20150;002303;059;08;1;3;3;2;3;2;2;2;3;2;2;2;2;3;3;3;3;0211;243,878563126255;020150002303;02015000230305908;020150002303059081;202403
1;20150;002303;059;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0211;243,878563126255;020150002303;02015000230305910;020150002303059101;202403
1;20150;004403;051;01;1;2;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;0211;111,695379394277;020150004403;02015000440305101;020150004403051011;202403
1;20150;004403;051;02;1;2;2;2;3;3;3;2;3;3;3;3;3;2;3;3;2;0211;111,695379394277;020150004403;02015000440305102;020150004403051021;202403
1;20150;004403;051;03;1;2;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;0211;111,695379394277;020150004403;02015000440305103;020150004403051031;202403
1;20150;004403;051;04;1;3;2;2;3;3;3;3;3;2;3;2;3;3;3;3;3;0211;111,695379394277;020150004403;02015000440305104;020150004403051041;202403
1;20150;004403;051;05;1;2;3;2;3;3;3;3;3;3;3;3;3;3;2;3;2;0211;111,695379394277;020150004403;02015000440305105;020150004403051051;202403
1;20150;004403;051;07;1;3;2;1;3;3;3;2;3;3;2;3;3;2;2;3;2;0211;111,695379394277;020150004403;02015000440305107;020150004403051071;202403
1;20150;004403;051;10;1;3;2;2;2;3;3;3;3;3;2;2;3;2;2;2;3;0211;111,695379394277;020150004403;02015000440305110;020150004403051101;202403
2;20150;901702;051;01;1;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0221;580,975955354535;020150901702;02015090170205101;020150901702051011;202403
2;20150;901702;051;02;1;2;2;1;3;3;3;3;3;3;3;2;2;2;3;3;3;0221;580,975955354535;020150901702;02015090170205102;020150901702051021;202403
2;20150;901702;051;03;1;2;3;1;2;2;3;3;3;3;3;3;3;2;3;2;3;0221;580,975955354535;020150901702;02015090170205103;020150901702051031;202403
2;20150;901702;051;04;1;3;3;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0221;580,975955354535;020150901702;02015090170205104;020150901702051041;202403
2;20150;901702;051;05;1;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0221;580,975955354535;020150901702;02015090170205105;020150901702051051;202403
2;20150;901702;051;06;1;2;3;2;3;3;3;2;3;3;3;3;3;3;3;2;2;0221;580,975955354535;020150901702;02015090170205106;020150901702051061;202403
2;20150;901702;051;07;1;3;2;2;2;2;2;2;2;2;2;1;2;3;2;2;2;0221;580,975955354535;020150901702;02015090170205107;020150901702051071;202403
2;20150;904802;059;01;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0222;108,864848365757;020150904802;02015090480205901;020150904802059011;202403
2;20150;904802;059;03;1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;0222;108,864848365757;020150904802;02015090480205903;020150904802059031;202403
2;20150;904802;059;04;1;3;2;1;2;1;1;2;2;2;2;2;2;3;2;2;2;0222;108,864848365757;020150904802;02015090480205904;020150904802059041;202403
2;20150;904802;059;05;1;2;3;3;2;1;2;2;2;3;2;2;2;3;2;2;3;0222;108,864848365757;020150904802;02015090480205905;020150904802059051;202403
2;20150;904802;059;06;1;2;3;1;3;2;2;2;3;3;3;3;3;2;2;3;2;0222;108,864848365757;020150904802;02015090480205906;020150904802059061;202403
2;20150;904802;059;09;1;2;3;2;3;2;3;2;3;3;3;3;3;3;3;2;3;0222;108,864848365757;020150904802;02015090480205909;020150904802059091;202403
2;20150;904802;059;10;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0222;108,864848365757;020150904802;02015090480205910;020150904802059101;202403
2;20150;908802;034;01;1;3;2;1;3;2;3;3;3;3;3;3;3;2;3;3;3;0221;396,183594617802;020150908802;02015090880203401;020150908802034011;202403
2;20150;908802;034;02;1;3;3;1;2;2;2;2;2;2;2;2;2;2;3;3;3;0221;396,183594617802;020150908802;02015090880203402;020150908802034021;202403
2;20150;908802;034;03;1;3;3;1;2;3;3;3;3;3;3;3;3;2;3;3;3;0221;396,183594617802;020150908802;02015090880203403;020150908802034031;202403
2;20150;908802;034;04;1;2;2;2;3;3;3;3;3;3;3;3;3;2;3;2;2;0221;396,183594617802;020150908802;02015090880203404;020150908802034041;202403
2;20150;908802;034;05;1;2;2;2;3;3;3;3;3;3;3;3;3;2;3;2;2;0221;396,183594617802;020150908802;02015090880203405;020150908802034051;202403
2;20150;908802;034;06;1;3;2;2;3;3;3;3;3;3;2;3;3;3;3;3;3;0221;396,183594617802;020150908802;02015090880203406;020150908802034061;202403
2;20150;908802;034;07;1;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0221;396,183594617802;020150908802;02015090880203407;020150908802034071;202403
2;20156;000102;059;01;1;3;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0223;107,591606668215;020156000102;02015600010205901;020156000102059011;202403
2;20156;000102;059;02;1;2;3;1;1;2;3;3;3;3;3;3;3;2;3;3;2;0223;107,591606668215;020156000102;02015600010205902;020156000102059021;202403
2;20156;000102;059;04;1;2;2;1;2;3;3;3;3;3;2;3;3;3;3;2;2;0223;107,591606668215;020156000102;02015600010205904;020156000102059041;202403
2;20156;000102;059;10;1;2;3;1;2;2;2;2;3;3;3;3;3;3;2;3;2;0223;107,591606668215;020156000102;02015600010205910;020156000102059101;202403
2;20157;000103;051;01;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;0222;448,644378165653;020157000103;02015700010305101;020157000103051011;202403
2;20157;000103;051;02;1;3;3;3;2;3;2;2;2;3;3;2;3;2;2;2;3;0222;448,644378165653;020157000103;02015700010305102;020157000103051021;202403
2;20157;000103;051;03;1;2;3;2;3;2;2;3;3;3;3;3;3;3;2;3;3;0222;448,644378165653;020157000103;02015700010305103;020157000103051031;202403
2;20157;000103;051;04;1;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;0222;448,644378165653;020157000103;02015700010305104;020157000103051041;202403
2;20157;000103;051;06;1;3;2;1;3;3;3;3;3;3;2;2;3;1;2;2;3;0222;448,644378165653;020157000103;02015700010305106;020157000103051061;202403
2;20157;000103;051;07;1;2;3;1;3;2;3;2;3;3;3;3;3;2;3;3;2;0222;448,644378165653;020157000103;02015700010305107;020157000103051071;202403
2;20157;000103;051;08;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0222;448,644378165653;020157000103;02015700010305108;020157000103051081;202403
1;20250;000101;042;01;1;2;2;2;2;2;1;2;2;2;2;2;2;3;2;3;2;0213;229,997077420587;020250000101;02025000010104201;020250000101042011;202403
1;20250;000101;042;03;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;0213;229,997077420587;020250000101;02025000010104203;020250000101042031;202403
1;20250;000101;042;04;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0213;229,997077420587;020250000101;02025000010104204;020250000101042041;202403
1;20250;000101;042;05;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0213;229,997077420587;020250000101;02025000010104205;020250000101042051;202403
1;20250;000101;042;06;1;2;2;1;2;1;2;2;2;2;1;2;2;3;2;3;2;0213;229,997077420587;020250000101;02025000010104206;020250000101042061;202403
1;20250;000101;042;07;1;3;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;0213;229,997077420587;020250000101;02025000010104207;020250000101042071;202403
1;20250;000101;042;10;1;2;2;2;1;2;1;2;3;2;2;2;2;2;2;2;2;0213;229,997077420587;020250000101;02025000010104210;020250000101042101;202403
1;20250;000403;059;01;1;2;2;2;1;2;1;2;2;2;1;2;2;2;1;2;2;0213;345,839039459759;020250000403;02025000040305901;020250000403059011;202403
1;20250;000403;059;02;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;0213;345,839039459759;020250000403;02025000040305902;020250000403059021;202403
1;20250;000403;059;04;1;2;3;2;1;2;2;2;2;2;2;2;2;3;2;2;2;0213;345,839039459759;020250000403;02025000040305904;020250000403059041;202403
1;20250;000403;059;05;1;2;1;1;2;1;2;2;2;2;2;2;2;3;2;2;2;0213;345,839039459759;020250000403;02025000040305905;020250000403059051;202403
1;20250;000403;059;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0213;345,839039459759;020250000403;02025000040305906;020250000403059061;202403
1;20250;000403;059;07;1;2;1;2;1;2;2;2;2;2;1;2;2;3;2;2;2;0213;345,839039459759;020250000403;02025000040305907;020250000403059071;202403
1;20250;000403;059;08;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0213;345,839039459759;020250000403;02025000040305908;020250000403059081;202403
2;20250;900701;034;01;1;2;2;2;3;3;2;2;3;3;3;2;2;2;3;2;3;0222;557,41669745606;020250900701;02025090070103401;020250900701034011;202403
2;20250;900701;034;02;1;2;3;1;3;2;2;3;3;3;3;2;3;2;3;3;3;0222;557,41669745606;020250900701;02025090070103402;020250900701034021;202403
2;20250;900701;034;03;1;3;3;1;3;1;2;1;2;3;3;3;3;3;3;3;3;0222;557,41669745606;020250900701;02025090070103403;020250900701034031;202403
2;20250;900701;034;04;1;3;2;2;2;1;1;2;3;2;3;3;2;3;2;3;3;0222;557,41669745606;020250900701;02025090070103404;020250900701034041;202403
2;20250;900701;034;05;1;3;3;1;3;2;2;3;2;3;2;3;3;3;3;3;3;0222;557,41669745606;020250900701;02025090070103405;020250900701034051;202403
2;20250;900701;034;06;1;3;3;2;2;1;1;2;2;3;3;2;1;3;3;3;3;0222;557,41669745606;020250900701;02025090070103406;020250900701034061;202403
2;20250;900701;034;07;1;3;3;2;2;2;1;3;3;3;3;3;3;3;3;3;3;0222;557,41669745606;020250900701;02025090070103407;020250900701034071;202403
2;20250;901202;042;01;1;2;3;2;2;1;2;2;2;2;2;2;2;2;1;2;2;0221;293,5939679747;020250901202;02025090120204201;020250901202042011;202403
2;20250;901202;042;02;1;2;1;3;2;2;1;2;2;2;2;2;2;2;1;2;1;0221;293,5939679747;020250901202;02025090120204202;020250901202042021;202403
2;20250;901202;042;04;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0221;293,5939679747;020250901202;02025090120204204;020250901202042041;202403
2;20250;901202;042;05;1;3;3;1;2;1;1;2;2;2;2;2;2;3;3;2;3;0221;293,5939679747;020250901202;02025090120204205;020250901202042051;202403
2;20250;901202;042;06;1;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;1;0221;293,5939679747;020250901202;02025090120204206;020250901202042061;202403
2;20250;901202;042;07;1;2;3;1;3;2;1;1;2;3;1;1;3;1;3;3;3;0221;293,5939679747;020250901202;02025090120204207;020250901202042071;202403
2;20250;901202;042;10;1;2;3;2;2;1;1;2;3;2;3;3;3;3;3;3;3;0221;293,5939679747;020250901202;02025090120204210;020250901202042101;202403
1;20350;000102;034;01;1;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0212;372,353736009784;020350000102;02035000010203401;020350000102034011;202403
1;20350;000102;034;02;1;2;2;1;3;3;3;3;3;3;3;3;3;2;3;2;2;0212;372,353736009784;020350000102;02035000010203402;020350000102034021;202403
1;20350;000102;034;03;1;2;3;2;3;3;2;2;3;3;3;2;3;2;3;3;3;0212;372,353736009784;020350000102;02035000010203403;020350000102034031;202403
1;20350;000102;034;04;1;3;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;0212;372,353736009784;020350000102;02035000010203404;020350000102034041;202403
1;20350;000102;034;05;1;2;2;1;2;2;2;2;2;3;3;3;3;2;3;3;3;0212;372,353736009784;020350000102;02035000010203405;020350000102034051;202403
1;20350;000102;034;06;1;2;3;2;3;3;3;3;3;3;2;3;3;2;3;2;3;0212;372,353736009784;020350000102;02035000010203406;020350000102034061;202403
1;20350;000102;034;07;1;3;2;2;2;2;2;2;2;3;2;2;2;3;3;3;3;0212;372,353736009784;020350000102;02035000010203407;020350000102034071;202403
1;20350;000204;042;01;1;3;3;1;2;1;1;2;2;2;2;2;2;3;3;3;3;0212;164,93444160429;020350000204;02035000020404201;020350000204042011;202403
1;20350;000204;042;02;1;3;2;1;2;2;1;2;2;2;2;2;2;3;3;3;3;0212;164,93444160429;020350000204;02035000020404202;020350000204042021;202403
1;20350;000204;042;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0212;164,93444160429;020350000204;02035000020404203;020350000204042031;202403
1;20350;000204;042;04;1;2;2;1;3;3;3;2;3;3;3;3;3;2;3;3;3;0212;164,93444160429;020350000204;02035000020404204;020350000204042041;202403
1;20350;000204;042;05;1;3;2;3;2;3;3;3;3;3;3;3;2;3;3;3;3;0212;164,93444160429;020350000204;02035000020404205;020350000204042051;202403
1;20350;000204;042;06;1;2;2;2;3;3;3;3;3;3;3;3;3;2;3;2;2;0212;164,93444160429;020350000204;02035000020404206;020350000204042061;202403
1;20350;000204;042;07;1;3;2;2;3;3;3;2;3;3;3;3;3;2;3;2;3;0212;164,93444160429;020350000204;02035000020404207;020350000204042071;202403
1;20550;000501;051;01;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;1;2;0212;158,266145072258;020550000501;02055000050105101;020550000501051011;202403
1;20550;000501;051;02;1;3;2;1;1;2;3;2;3;3;2;3;3;2;3;3;3;0212;158,266145072258;020550000501;02055000050105102;020550000501051021;202403
1;20550;000501;051;03;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;0212;158,266145072258;020550000501;02055000050105103;020550000501051031;202403
1;20550;000501;051;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0212;158,266145072258;020550000501;02055000050105104;020550000501051041;202403
1;20550;000501;051;05;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;0212;158,266145072258;020550000501;02055000050105105;020550000501051051;202403
1;20550;000501;051;06;1;3;2;1;1;2;3;2;3;1;2;3;3;3;3;3;3;0212;158,266145072258;020550000501;02055000050105106;020550000501051061;202403
1;20550;000501;051;07;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0212;158,266145072258;020550000501;02055000050105107;020550000501051071;202403
2;20550;900201;051;01;1;2;2;2;2;1;2;2;2;3;2;2;2;2;1;2;2;0223;201,011129472301;020550900201;02055090020105101;020550900201051011;202403
2;20550;900201;051;02;1;2;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;0223;201,011129472301;020550900201;02055090020105102;020550900201051021;202403
2;20550;900201;051;02;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;0223;201,011129472301;020550900201;02055090020105102;020550900201051022;202403
2;20550;900201;051;03;1;3;3;2;2;3;2;3;3;3;2;1;3;2;3;3;3;0223;201,011129472301;020550900201;02055090020105103;020550900201051031;202403
2;20550;900201;051;04;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;0223;201,011129472301;020550900201;02055090020105104;020550900201051041;202403
2;20550;900201;051;05;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0223;201,011129472301;020550900201;02055090020105105;020550900201051051;202403
2;20550;900201;051;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0223;201,011129472301;020550900201;02055090020105106;020550900201051061;202403
2;20550;900201;051;07;1;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0223;201,011129472301;020550900201;02055090020105107;020550900201051071;202403
2;20550;901702;042;01;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;0222;292,64606395974;020550901702;02055090170204201;020550901702042011;202403
2;20550;901702;042;02;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;0222;292,64606395974;020550901702;02055090170204202;020550901702042021;202403
2;20550;901702;042;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;0222;292,64606395974;020550901702;02055090170204203;020550901702042031;202403
2;20550;901702;042;04;1;3;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;0222;292,64606395974;020550901702;02055090170204204;020550901702042041;202403
2;20550;901702;042;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0222;292,64606395974;020550901702;02055090170204205;020550901702042051;202403
2;20550;901702;042;06;1;3;3;2;2;1;1;2;3;2;3;2;2;2;3;3;3;0222;292,64606395974;020550901702;02055090170204206;020550901702042061;202403
2;20550;901702;042;07;1;2;2;2;1;2;2;2;2;2;2;2;2;3;2;3;1;0222;292,64606395974;020550901702;02055090170204207;020550901702042071;202403
2;20554;900202;059;01;1;3;2;1;3;3;2;1;2;3;3;2;3;1;3;3;3;0221;355,101843377831;020554900202;02055490020205901;020554900202059011;202403
2;20554;900202;059;03;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;0221;355,101843377831;020554900202;02055490020205903;020554900202059031;202403
